Site,date,GPP.daily,GPP.daily.sd,ER.daily,ER.daily.sd,K600.daily,K600.daily.sd,warnings,errors
HAT,2019-02-23,-0.058931991,0.059067187,-5.790515437,1.865203994,5.497605574,1.762616152,overall warnings,NA
HAT,2019-02-24,-0.021926972,0.06842316,-5.746020116,1.79956412,5.278275338,1.594181296,overall warnings,NA
HAT,2019-02-25,-0.103554236,0.047322943,-3.528270714,1.023875509,4.116868605,1.052439332,overall warnings,NA
HAT,2019-02-26,-0.072517284,0.06569516,-4.514008282,1.457095324,5.606291812,1.754558426,overall warnings,NA
HAT,2019-02-27,-0.079777816,0.055664583,-4.410489479,1.459765866,5.426229363,1.789676958,overall warnings,NA
HAT,2019-02-28,-0.131765711,0.058085751,-4.842232332,1.486955932,5.923463762,1.765505305,overall warnings,NA
HAT,2019-03-01,-0.048313066,0.059967999,-2.95497501,1.176195444,3.258116065,1.292308984,overall warnings,NA
HAT,2019-03-02,0.014534896,0.052786824,-1.128912665,0.559585523,0.89471882,0.499414178,overall warnings,NA
HAT,2019-03-03,0.017523982,0.061776125,-8.428335438,2.264157476,6.517897587,1.734335818,overall warnings,NA
HAT,2019-03-04,-0.042884265,0.053110224,-7.465367116,2.479665042,5.789579311,1.84921773,overall warnings,NA
HAT,2019-03-05,-0.01154055,0.044032827,-2.288364885,1.040470498,2.549802851,0.905656832,overall warnings,NA
HAT,2019-03-06,0.001746888,0.049472615,-3.992750183,0.902339763,4.917202139,1.00803207,overall warnings,NA
HAT,2019-03-07,0.046581031,0.054556934,-4.830887008,0.878044255,6.436313256,1.161123414,overall warnings,NA
HAT,2019-03-08,0.06275291,0.059213468,-4.955975807,1.0396963,6.480556719,1.397634764,overall warnings,NA
HAT,2019-03-09,0.089635879,0.068902854,-5.084614809,1.304741436,6.23170597,1.651357442,overall warnings,NA
HAT,2019-03-10,0.026754933,0.058912077,-4.670977759,1.373589453,5.173712414,1.572777526,overall warnings,NA
HAT,2019-03-11,0.044798174,0.060597499,-5.852713332,1.600173208,6.294506008,1.733101396,overall warnings,NA
HAT,2019-03-12,-0.097111302,0.052909771,-5.31050374,1.691483909,5.889516662,1.805088094,overall warnings,NA
HAT,2019-03-13,-0.165398561,0.059408675,-3.89801468,1.451347817,4.779614314,1.66743134,overall warnings,NA
HAT,2019-03-14,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-15,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-16,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-17,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-18,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-19,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-20,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-21,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-22,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-23,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-24,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-25,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-26,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-27,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-28,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-29,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-30,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-03-31,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-01,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-02,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-03,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-04,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-05,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-06,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-07,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-08,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-09,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-10,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-11,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HAT,2019-04-12,0.082785505,0.041394076,-5.250137881,0.979032758,9.723768183,1.837903365,overall warnings,NA
HAT,2019-04-13,0.111953104,0.055256681,-4.354822389,0.938080639,7.881517821,1.712306623,overall warnings,NA
HAT,2019-04-14,0.111645795,0.062701569,-3.684034458,0.977751546,6.432343739,1.724806802,overall warnings,NA
HAT,2019-04-15,0.062379597,0.039625323,-2.92530015,0.853905373,5.556050589,1.571196162,overall warnings,NA
HAT,2019-04-16,0.078259548,0.041548319,-2.457462721,0.725344333,4.880239099,1.468574015,overall warnings,NA
HAT,2019-04-17,0.141680564,0.056377865,-2.675833178,0.820744814,4.793677263,1.559672752,overall warnings,NA
HAT,2019-04-18,0.110467797,0.043691386,-3.232374101,0.949965821,5.455253138,1.661966898,overall warnings,NA
HAT,2019-04-19,-0.049570525,0.06724642,-2.743202083,0.925764916,4.865346839,1.38174096,overall warnings,NA
HAT,2019-04-20,-0.06275223,0.048058565,-2.993529383,0.808228903,5.414220632,1.324339144,overall warnings,NA
HAT,2019-04-21,0.05835214,0.042922036,-4.158487377,0.737878096,8.688998454,1.513044494,overall warnings,NA
HAT,2019-04-22,0.110031808,0.046156386,-4.22933992,0.760890653,9.449682096,1.704004792,overall warnings,NA
HAT,2019-04-23,0.118092746,0.048207425,-3.241880565,0.7328605,6.963700575,1.624643148,overall warnings,NA
HAT,2019-04-24,0.146107395,0.050580802,-2.615814262,0.675045149,5.246143743,1.433115352,overall warnings,NA
HAT,2019-04-25,0.156936705,0.04842004,-2.803341118,0.760263336,5.246999534,1.49379287,overall warnings,NA
HAT,2019-04-26,0.092905669,0.043644138,-3.354089831,0.993838851,5.87860384,1.75465467,overall warnings,NA
HAT,2019-04-27,0.139586224,0.041405212,-2.998492461,0.630502759,6.015992565,1.234495782,overall warnings,NA
HAT,2019-04-28,0.155885707,0.043819624,-2.214458873,0.584229431,4.290019761,1.227677838,overall warnings,NA
HAT,2019-04-29,0.162110633,0.0424721,-2.97824486,0.795403558,4.983522397,1.424560144,overall warnings,NA
HAT,2019-04-30,0.115070446,0.045084645,-3.267193331,0.975115424,4.900798357,1.532989869,overall warnings,NA
HAT,2019-05-01,0.193505295,0.042530138,-0.746769402,0.332795462,0.618864217,0.457081279,overall warnings,NA
HAT,2019-05-02,0.194799956,0.038738771,-2.443555888,0.91940406,3.283219825,1.323432635,overall warnings,NA
HAT,2019-05-03,0.050971492,0.041087375,-3.639566429,1.151737772,4.678312075,1.448242249,overall warnings,NA
HAT,2019-05-04,0.11747628,0.043952268,-2.646988506,0.775940487,3.870836509,1.149332425,overall warnings,NA
HAT,2019-05-05,0.201778492,0.059374846,-1.968920358,0.609158026,2.939494737,0.739118471,overall warnings,NA
HAT,2019-05-06,-0.027313501,0.042419564,-3.236772145,1.046130813,3.933886938,1.24936778,overall warnings,NA
HAT,2019-05-07,0.044479008,0.044866974,-3.923909345,1.102522148,5.660779023,1.587700807,overall warnings,NA
HAT,2019-05-08,0.039257531,0.042313585,-5.104275182,1.029074901,8.319280296,1.663540995,overall warnings,NA
HAT,2019-05-09,0.137011539,0.060557211,-7.287753099,1.206980583,12.55716839,2.083609037,overall warnings,NA
HAT,2019-05-10,0.082332092,0.043988205,-5.61436692,1.030546837,9.645154244,1.781908896,overall warnings,NA
HAT,2019-05-11,0.08574763,0.043634648,-4.246255085,0.975219106,7.238492062,1.690964205,overall warnings,NA
HAT,2019-05-12,0.093109652,0.045903041,-3.400463946,0.931489101,5.577395455,1.574462737,overall warnings,NA
HAT,2019-05-13,0.094602833,0.060260417,-3.679318968,1.087524997,5.814569111,1.765489935,overall warnings,NA
HAT,2019-05-14,0.092203062,0.041678549,-3.270777026,0.909128383,5.193758712,1.477853821,overall warnings,NA
HAT,2019-05-15,0.08507988,0.038348887,-3.195737718,0.970755261,4.818031077,1.523355455,overall warnings,NA
HAT,2019-05-16,0.116516596,0.041445243,-2.57587168,0.830181915,3.70613304,1.267516406,overall warnings,NA
HAT,2019-05-17,0.100561759,0.040504727,-1.901098651,0.745607242,2.68465218,1.087920379,overall warnings,NA
HAT,2019-05-18,0.025993287,0.039824915,-2.884723529,1.02224926,4.202744737,1.524884852,overall warnings,NA
HAT,2019-05-19,0.029184159,0.037768453,-2.102695778,0.885437535,3.296792943,1.39382881,overall warnings,NA
HAT,2019-05-20,0.073408316,0.03871311,-2.439792962,0.935924498,3.772770564,1.521641154,overall warnings,NA
HAT,2019-05-21,0.130068706,0.041689298,-2.362697071,0.838620528,3.858673345,1.434197127,overall warnings,NA
HAT,2019-05-22,0.168937827,0.040606747,-1.834946829,0.652913195,2.989647639,1.138562747,overall warnings,NA
HAT,2019-05-23,0.157967266,0.03734941,-1.891996521,0.651447535,3.257215307,1.190818884,overall warnings,NA
HAT,2019-05-24,0.130674267,0.03708798,-2.010818496,0.689980204,3.555855258,1.285674705,overall warnings,NA
HAT,2019-05-25,0.131242753,0.039868714,-1.241213971,0.523535939,2.170532697,1.013079834,overall warnings,NA
HAT,2019-05-26,0.11129371,0.037850763,-1.226444268,0.481657833,2.430319243,1.022104095,overall warnings,NA
HAT,2019-05-27,0.109988034,0.04177483,-0.650243891,0.30174072,1.472049857,0.734532172,overall warnings,NA
HAT,2019-05-28,0.040170746,0.043277382,-0.971355701,0.401787974,2.801783932,1.194724027,overall warnings,NA
HAT,2019-05-29,NA,NA,NA,NA,NA,NA,overall warnings,discharge <= 0; depth <= 0
HAT,2019-05-30,NA,NA,NA,NA,NA,NA,overall warnings,discharge <= 0; depth <= 0
HAT,2019-05-31,NA,NA,NA,NA,NA,NA,overall warnings,discharge <= 0; depth <= 0
HAT,2019-06-01,0.201334887,0.043139666,-0.835720594,0.376737399,1.190662567,0.720086877,overall warnings,NA
HAT,2019-06-02,0.138947698,0.039639292,-0.959954734,0.428090866,1.732900453,0.852558788,overall warnings,NA
HAT,2019-06-03,0.133640229,0.045964933,-0.760228214,0.368165236,1.488735584,0.898943697,overall warnings,NA
HAT,2019-06-04,0.136487176,0.04473796,-0.684196752,0.350324395,1.173759673,0.782695549,overall warnings,NA
HAT,2019-06-05,0.066761592,0.039734543,-0.444226238,0.272219073,0.830349171,0.565556906,overall warnings,NA
HAT,2019-06-06,-7.19E-04,0.105449537,-1.192815291,0.505376057,2.857811339,1.373767475,overall warnings,NA
HAT,2019-06-07,-0.024862148,0.076503683,-0.513161796,0.446153257,1.309516677,0.837796908,overall warnings,NA
HAT,2019-06-08,0.110589367,0.04215726,-1.540188415,0.606212161,2.413771873,1.0650095,overall warnings,NA
HAT,2019-06-09,-0.013828852,0.077124988,-0.589659553,0.416886521,1.207534435,0.472469547,overall warnings,NA
HAT,2019-06-10,0.067291025,0.038512755,-3.09726654,0.635299277,5.603444135,1.065981549,overall warnings,NA
HAT,2019-06-11,0.139206654,0.045254628,-1.972654918,0.631446983,3.165271715,1.123743965,overall warnings,NA
HAT,2019-06-12,0.059998751,0.054248888,-1.4643965,0.689492871,2.661989156,1.102036271,overall warnings,NA
HAT,2019-06-13,0.023587494,0.059782233,-0.469792115,0.377899891,0.599678172,0.443644978,overall warnings,NA
HAT,2019-06-14,-0.027613337,0.047484969,-2.914832084,0.99495492,3.474567189,1.192330746,overall warnings,NA
HAT,2019-06-15,-0.018783009,0.05415618,-4.766346964,0.981395662,7.107495219,1.469787137,overall warnings,NA
HAT,2019-06-16,0.061011009,0.038663954,-7.132717081,1.1956759,11.06600941,1.862559674,overall warnings,NA
HAT,2019-06-17,0.049292114,0.034125562,-5.02053775,1.076516532,8.067709257,1.737824248,overall warnings,NA
HAT,2019-06-18,0.016854058,0.049154106,-5.080953017,1.126291136,8.287571262,1.794025382,overall warnings,NA
HAT,2019-06-19,-0.092589483,0.059753215,-0.055861281,0.18560862,0.190412051,0.162814447,overall warnings,NA
HAT,2019-06-20,-0.010033369,0.043846053,-2.1038759,1.084197843,1.357001416,0.77739848,overall warnings,NA
HAT,2019-06-21,-6.66E-04,0.040095754,-9.199991,2.59459282,5.686641543,1.617880315,overall warnings,NA
HAT,2019-06-22,-0.029494105,0.046372043,-4.363393857,1.675015171,2.934315509,1.116198909,overall warnings,NA
HAT,2019-06-23,-0.037690685,0.036644621,-3.791004365,1.510976689,2.996931091,1.170954008,overall warnings,NA
HAT,2019-06-24,-0.03511638,0.038331317,-3.966719166,1.421554535,3.623426795,1.27876327,overall warnings,NA
HAT,2019-06-25,-0.020036202,0.043958024,-5.107053194,1.608424513,5.179408603,1.625815275,overall warnings,NA
HAT,2019-06-26,-0.027184355,0.041880794,-5.192221464,1.488503191,5.772946671,1.63642685,overall warnings,NA
HAT,2019-06-27,-0.039475603,0.036725786,-6.640069462,1.398461311,8.198692634,1.717800657,overall warnings,NA
HAT,2019-06-28,0.061198911,0.045470535,-7.192508324,1.26433078,9.125406751,1.590886144,overall warnings,NA
HAT,2019-06-29,0.00728849,0.042229513,-8.046000077,1.418405084,10.33324415,1.827791322,overall warnings,NA
HAT,2019-06-30,0.013226745,0.039722047,-5.941898778,1.315044858,8.135047498,1.811938831,overall warnings,NA
HAT,2019-07-01,-0.105070237,0.037813575,-3.215198266,1.041123977,4.6347766,1.476837473,overall warnings,NA
HAT,2019-07-02,0.050011934,0.044421355,-4.015227924,1.188888759,5.453923418,1.655450723,overall warnings,NA
HAT,2019-07-03,0.02383105,0.037386132,-3.881439067,1.163730738,5.621992342,1.619993933,overall warnings,NA
HAT,2019-07-04,0.041319471,0.036094901,-5.34253369,1.077487698,8.492860265,1.657176231,overall warnings,NA
HAT,2019-07-05,0.139228966,0.057859511,-6.061895726,1.119400584,9.60059044,1.759357256,overall warnings,NA
HAT,2019-07-06,0.030661343,0.045497738,-3.892409349,1.175400289,5.440144446,1.603420563,overall warnings,NA
HAT,2019-07-07,0.015111195,0.040613359,-4.339951347,1.360511893,5.855026844,1.835746177,overall warnings,NA
HAT,2019-07-08,0.014112905,0.040909623,-4.366403919,1.332249881,5.705563833,1.768092114,overall warnings,NA
HAT,2019-07-09,0.008620804,0.035265514,-2.526894603,1.059595769,3.106928573,1.303688848,overall warnings,NA
HAT,2019-07-10,0.022667376,0.04490568,-5.025785761,1.531213521,5.977010644,1.809015175,overall warnings,NA
HAT,2019-07-11,0.011404917,0.039236981,-1.262466417,0.653239922,1.376137983,0.725847143,overall warnings,NA
HAT,2019-07-12,-0.032254757,0.037145139,-4.676810694,1.419656037,4.866226821,1.459891864,overall warnings,NA
HAT,2019-07-13,0.005366485,0.040208335,-4.887359058,1.393773158,5.742313408,1.634582126,overall warnings,NA
HAT,2019-07-14,0.021697129,0.042085343,-6.076862421,1.357822484,7.746894776,1.734805687,overall warnings,NA
HAT,2019-07-15,0.001341761,0.039679724,-7.829532535,1.328718737,10.51214415,1.786379954,overall warnings,NA
HAT,2019-07-16,0.013456639,0.042850432,-8.778184351,1.47971719,12.22706565,2.054249862,overall warnings,NA
HAT,2019-07-17,0.00816542,0.035193872,-7.344819375,1.378681313,10.25387832,1.918753621,overall warnings,NA
HAT,2019-07-18,0.01640203,0.044893961,-6.308607228,1.242108376,9.346831999,1.823438479,overall warnings,NA
HAT,2019-07-19,0.007661723,0.051642176,-5.717948278,1.20919143,8.658434548,1.824942163,overall warnings,NA
HAT,2019-07-20,0.077170435,0.039863159,-2.237696647,0.84056327,3.376147361,1.179518657,overall warnings,NA
HAT,2019-07-21,-0.003968139,0.039567956,-3.472035923,1.236138883,4.462884406,1.573968936,overall warnings,NA
HAT,2019-07-22,0.002104722,0.041673055,-4.909306823,1.405226397,6.128772947,1.760773756,overall warnings,NA
HAT,2019-07-23,2.37E-04,0.042613441,-5.167291135,1.21255522,7.102117583,1.673135342,overall warnings,NA
HAT,2019-07-24,0.034490603,0.074410432,-0.973979096,0.561672627,1.292505907,0.656479627,overall warnings,NA
HAT,2019-07-25,0.124727401,0.062405813,-0.40399069,0.159857528,0.107005558,0.099956777,overall warnings,NA
HAT,2019-07-26,0.100473886,0.075058058,-3.996496859,2.050167207,2.337885411,1.235904785,overall warnings,NA
HAT,2019-07-27,0.031539792,0.045741887,-8.600890895,2.645998054,4.530592342,1.409855817,overall warnings,NA
HAT,2019-07-28,-0.014862358,0.037866204,-4.484034161,1.974185708,2.374088214,1.036993618,overall warnings,NA
HAT,2019-07-29,NA,NA,NA,NA,NA,NA,overall warnings,NAs in light
HAT,2019-07-30,NA,NA,NA,NA,NA,NA,overall warnings,NAs in light
HAT,2019-07-31,NA,NA,NA,NA,NA,NA,overall warnings,data don't end when expected; NAs in light
HOGDN,2019-02-23,2.002291772,0.134490701,-10.93661354,0.853439126,6.765039064,0.56197821,overall warnings,NA
HOGDN,2019-02-24,1.868327046,0.139602603,-12.59964509,1.058396529,8.446693888,0.726618489,overall warnings,NA
HOGDN,2019-02-25,1.476540953,0.112528479,-8.12512987,0.672719887,7.324766291,0.611144662,overall warnings,NA
HOGDN,2019-02-26,0.49315628,0.114586263,-7.852081903,1.33849868,7.879095607,1.354414256,overall warnings,NA
HOGDN,2019-02-27,1.539398342,0.137800176,-8.342889762,0.842217243,6.916834793,0.768087763,overall warnings,NA
HOGDN,2019-02-28,1.413340122,0.136470238,-10.5445535,1.12646244,7.61160144,0.854170894,overall warnings,NA
HOGDN,2019-03-01,1.356209918,0.114844224,-11.27418436,1.040892725,8.916327538,0.848942312,overall warnings,NA
HOGDN,2019-03-02,1.126071474,0.110310967,-7.751254503,0.920359641,5.891901893,0.756485547,overall warnings,NA
HOGDN,2019-03-03,1.08403792,0.133715064,-11.11174797,1.465440306,7.536515265,1.027274157,overall warnings,NA
HOGDN,2019-03-04,0.568735732,0.108705503,-9.697970542,1.995114983,5.907548362,1.224784121,overall warnings,NA
HOGDN,2019-03-05,0.437590197,0.09192305,-4.886583862,0.859705333,4.185779654,0.68511348,overall warnings,NA
HOGDN,2019-03-06,0.381832913,0.097932177,-5.01994498,0.823949853,5.848147783,0.894854593,overall warnings,NA
HOGDN,2019-03-07,0.414512474,0.116901197,-4.993460649,0.819548046,6.304418798,1.026837313,overall warnings,NA
HOGDN,2019-03-08,0.519794899,0.127104394,-5.137650167,0.875757745,6.191031109,1.069046581,overall warnings,NA
HOGDN,2019-03-09,0.870561572,0.149006423,-6.491802947,0.960032406,7.110116218,1.089610004,overall warnings,NA
HOGDN,2019-03-10,0.614262372,0.122115263,-6.886373977,1.078089729,7.351760294,1.151438889,overall warnings,NA
HOGDN,2019-03-11,0.492263278,0.123076498,-5.621539527,1.038184979,6.352877499,1.164386804,overall warnings,NA
HOGDN,2019-03-12,0.258191658,0.091543754,-4.137677076,0.862330332,5.722196775,1.105700629,overall warnings,NA
HOGDN,2019-03-13,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-14,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-15,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-16,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-17,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-18,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-19,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-20,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-21,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-22,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-23,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-24,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-25,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-26,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-27,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-28,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-29,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-30,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-03-31,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-04-01,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-04-02,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-04-03,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-04-04,0.261152431,0.112424956,-4.87463608,1.009373974,6.581747897,1.332374499,overall warnings,NA
HOGDN,2019-04-05,0.834022655,0.144359929,-7.285814548,1.044307411,9.2104462,1.345871706,overall warnings,NA
HOGDN,2019-04-06,0.240181968,0.100242979,-4.76378431,0.954799007,6.093548127,1.203521914,overall warnings,NA
HOGDN,2019-04-07,0.316296905,0.116979021,-5.116931634,1.032407372,6.397144347,1.267073849,overall warnings,NA
HOGDN,2019-04-08,0.608219605,0.133544114,-7.459601838,1.208764167,9.071659489,1.456533816,overall warnings,NA
HOGDN,2019-04-09,0.13599128,0.092414295,-3.807286771,1.074261233,3.264861708,0.946537018,overall warnings,NA
HOGDN,2019-04-10,0.133314077,0.087338302,-5.326268344,1.591953402,4.239027044,1.241872743,overall warnings,NA
HOGDN,2019-04-11,0.101336561,0.092385733,-4.529810375,1.211620924,4.487973764,1.142766265,overall warnings,NA
HOGDN,2019-04-12,0.407829969,0.124258319,-6.623039935,1.200676363,6.811845934,1.213627402,overall warnings,NA
HOGDN,2019-04-13,0.558449473,0.131368731,-7.366379497,1.303854087,7.756508236,1.365308651,overall warnings,NA
HOGDN,2019-04-14,0.492331075,0.126415541,-7.085529186,1.344198987,7.354665815,1.372306886,overall warnings,NA
HOGDN,2019-04-15,0.015686758,0.085935091,-3.348941023,0.819201355,5.317561091,1.085342957,overall warnings,NA
HOGDN,2019-04-16,0.043511094,0.083096916,-4.570176671,0.838347715,7.027504606,1.262684205,overall warnings,NA
HOGDN,2019-04-17,0.24239782,0.085367003,-4.964161687,0.856542233,7.028410446,1.223563679,overall warnings,NA
HOGDN,2019-04-18,0.036235811,0.100498774,-3.757579055,0.982113545,4.948590431,1.296317264,overall warnings,NA
HOGDN,2019-04-19,-0.0263565,0.101956861,-0.619982926,0.291527388,0.184634459,0.15863947,overall warnings,NA
HOGDN,2019-04-20,0.160105266,0.065958957,-2.546217021,1.068297635,1.600475162,0.597816472,overall warnings,NA
HOGDN,2019-04-21,0.084261308,0.083872048,-4.673212966,1.068458792,3.891999201,0.832737343,overall warnings,NA
HOGDN,2019-04-22,0.089210547,0.102940855,-5.062571984,1.173684927,5.185653474,1.141219589,overall warnings,NA
HOGDN,2019-04-23,0.014459597,0.097470345,-4.108375966,1.099585039,4.631119167,1.176731136,overall warnings,NA
HOGDN,2019-04-24,0.178904036,0.094051131,-4.738773594,0.935463203,5.400254825,1.051719009,overall warnings,NA
HOGDN,2019-04-25,0.186586725,0.097172622,-5.144680708,1.161961218,6.113347492,1.353035754,overall warnings,NA
HOGDN,2019-04-26,0.031183032,0.075875551,-1.925368223,0.715873717,1.252486258,0.538233501,overall warnings,NA
HOGDN,2019-04-27,-0.080685481,0.077081745,-3.406226371,1.035593469,2.971646484,0.787603074,overall warnings,NA
HOGDN,2019-04-28,0.060559894,0.089630029,-4.76876169,1.105554578,5.026096643,1.111649298,overall warnings,NA
HOGDN,2019-04-29,-0.066775871,0.081083005,-4.269951116,1.063690597,5.26665524,1.229101794,overall warnings,NA
HOGDN,2019-04-30,0.0630736,0.089456037,-5.824141347,1.089935715,7.212759884,1.311654996,overall warnings,NA
HOGDN,2019-05-01,-0.001904099,0.090384153,-5.278444443,1.119921055,6.951381535,1.407606365,overall warnings,NA
HOGDN,2019-05-02,0.19265733,0.095173906,-4.835776315,1.007004896,5.6794287,1.195837116,overall warnings,NA
HOGDN,2019-05-03,0.211948869,0.107069758,-5.234039596,1.20110557,4.548547162,1.039061341,overall warnings,NA
HOGDN,2019-05-04,0.026804978,0.077950746,-6.009359688,1.663515216,4.839551554,1.334538762,overall warnings,NA
HOGDN,2019-05-05,0.040447659,0.06508453,-0.642157915,0.3931689,0.311744708,0.268210701,overall warnings,NA
HOGDN,2019-05-06,-0.0084111,0.083565196,-2.731254926,1.295377668,1.659043499,0.737616318,overall warnings,NA
HOGDN,2019-05-07,-0.064976544,0.079173212,-3.059194145,1.042180777,2.754431899,0.837375382,overall warnings,NA
HOGDN,2019-05-08,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
HOGDN,2019-05-09,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs; NAs in DO.sat; NAs in temp.water
