Site,date,GPP.daily,GPP.daily.sd,ER.daily,ER.daily.sd,K600.daily,K600.daily.sd,warnings,errors
TUM,2019-04-30,2.259797399,0.487871701,-2.475842467,0.663746665,8.913961764,1.473258496,overall warnings,NA
TUM,2019-05-01,2.910549097,0.561894391,-2.713365282,0.684170474,9.203809938,1.524616788,overall warnings,NA
TUM,2019-05-02,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-03,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-04,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-05,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-06,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-07,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-08,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-09,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-10,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-11,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-12,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-13,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-14,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-15,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-16,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-17,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-18,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-19,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-20,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-21,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-22,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-23,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-24,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-05-25,4.051313547,0.742782286,-2.786094107,0.703082003,9.51380257,1.53213467,overall warnings,NA
TUM,2019-05-26,4.243255398,0.780708864,-3.083954879,0.750090044,9.858022873,1.637137638,overall warnings,NA
TUM,2019-05-27,4.177140602,0.684676751,-2.8615491,0.65292951,9.718615329,1.453009569,overall warnings,NA
TUM,2019-05-28,3.97778546,0.593700342,-4.234848007,0.689428431,7.901730792,1.202354234,overall warnings,NA
TUM,2019-05-29,2.168576769,0.463453494,-5.669812597,1.024618808,10.59776193,1.633385855,overall warnings,NA
TUM,2019-05-30,3.120717934,0.5524681,-4.008834171,0.777867399,10.91554249,1.63030208,overall warnings,NA
TUM,2019-05-31,1.285390959,0.381113019,-3.321513858,0.707583846,5.714637006,1.093048921,overall warnings,NA
TUM,2019-06-01,1.806292363,0.457261991,-3.106935165,0.737176996,9.525053461,1.604097838,overall warnings,NA
TUM,2019-06-02,2.580938407,0.537611978,-2.841274925,0.706211255,10.03404552,1.620931398,overall warnings,NA
TUM,2019-06-03,2.704301218,0.490751779,-2.540515816,0.619959063,9.702169127,1.513966677,overall warnings,NA
TUM,2019-06-04,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-05,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-06,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-07,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-08,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-09,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-10,1.017223485,0.367998593,-2.896071933,0.714580382,10.13843065,1.690559456,overall warnings,NA
TUM,2019-06-11,1.81920117,0.466462572,-2.719609995,0.728333906,9.337885359,1.640152402,overall warnings,NA
TUM,2019-06-12,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-13,NA,NA,NA,NA,NA,NA,overall warnings,NAs in DO.obs
TUM,2019-06-14,1.113934559,0.381425016,-3.137348221,0.728143802,10.17055697,1.726854824,overall warnings,NA
TUM,2019-06-15,1.843875056,0.371219662,-3.590199025,0.672396079,10.35306768,1.548136392,overall warnings,NA
TUM,2019-06-16,3.200514486,0.529086067,-4.734055308,0.829582075,10.48723356,1.581804147,overall warnings,NA
TUM,2019-06-17,NA,NA,NA,NA,NA,NA,overall warnings,data don't end when expected; NAs in DO.obs; NAs in DO.sat; NAs in temp.water; NAs in light
