Site,datetime,GPP_daily,ER_daily,K600_daily
POS,2019-06-30 00:00:00,0.038763145,-7.301464386,33.11897048
POS,2019-07-01 00:00:00,0.006002216,-6.943095225,29.88351452
POS,2019-07-02 00:00:00,0.041670925,-1.520788681,3.894091401
POS,2019-07-03 00:00:00,0.034954178,-1.502101061,3.929219254
POS,2019-07-04 00:00:00,0.030639595,-2.308655376,5.649676168
POS,2019-07-06 00:00:00,0.01806156,-6.169540982,17.77598432
POS,2019-07-07 00:00:00,0.036188551,-8.119216982,28.12080888
POS,2019-07-10 00:00:00,0.054673734,-7.635097193,29.69423894
POS,2019-07-11 00:00:00,0.04341535,-1.894381205,5.463256867
POS,2019-07-12 00:00:00,0.077613595,-5.014168537,14.34866865
POS,2019-07-13 00:00:00,0.03183922,-7.933105515,26.00923842
POS,2019-07-15 00:00:00,-0.007461237,-7.698754567,28.47217228
POS,2019-07-16 00:00:00,-0.099636362,-2.170917522,6.578957891
POS,2019-07-17 00:00:00,0.202765695,-7.728992941,24.4581118
POS,2019-07-18 00:00:00,0.063993353,-7.714301125,27.74202023
POS,2019-07-20 00:00:00,0.007222479,-0.456740494,0.38920191
POS,2019-07-21 00:00:00,0.002944646,-0.826139852,1.616358052
POS,2019-07-22 00:00:00,-0.087277089,-6.322840914,14.98595542
POS,2019-07-23 00:00:00,-0.483232838,-1.405173387,3.576163695
POS,2019-07-25 00:00:00,-0.153805783,-3.210185462,7.624998568
POS,2019-07-26 00:00:00,0.054459943,-5.551722828,13.20483462
POS,2019-07-27 00:00:00,-0.030946182,-8.226845177,21.41176529
POS,2019-07-28 00:00:00,-0.112955483,-8.303453709,23.27794354
TUM441,2019-02-23 00:00:00,1.681236815,-2.500332381,8.85034695
TUM441,2019-02-24 00:00:00,1.577896077,-2.375440999,9.340111474
TUM441,2019-02-25 00:00:00,1.094592283,-1.477049699,8.905704563
TUM441,2019-02-26 00:00:00,0.744664345,-2.419482964,9.344165607
TUM441,2019-02-27 00:00:00,1.49327212,-2.891227251,9.191598221
TUM441,2019-02-28 00:00:00,1.436330373,-2.346644802,9.07069091
TUM441,2019-03-02 00:00:00,1.634396473,-2.973719407,9.203664582
TUM441,2019-03-05 00:00:00,0.490610991,-2.302334063,8.898970933
TUM441,2019-03-23 00:00:00,0.755195168,-1.049626075,8.35741005
TUM441,2019-03-26 00:00:00,0.989022413,-1.343169963,8.026797077
TUM441,2019-04-05 00:00:00,1.561066838,-2.79053938,9.270316765
TUM441,2019-04-06 00:00:00,1.68088322,-2.085376041,9.008159024
TUM441,2019-04-07 00:00:00,2.25510159,-2.339723591,9.127033056
TUM441,2019-04-11 00:00:00,1.525531032,-2.123156723,8.851118847
TUM441,2019-04-16 00:00:00,0.516489382,-5.547322742,8.762153527
TUM441,2019-04-17 00:00:00,0.166569057,-5.117728811,8.629079751
TUM441,2019-04-18 00:00:00,2.572685441,-6.021361059,7.933016643
TUM441,2019-04-25 00:00:00,2.331664457,-2.289520236,9.104535324
TUM441,2019-04-26 00:00:00,0.834108028,-3.075972978,9.637409259
TUM441,2019-04-27 00:00:00,1.681943975,-2.644058932,9.41550569
TUM441,2019-04-29 00:00:00,2.281702511,-2.840014758,9.424462376
TUM441,2019-04-30 00:00:00,2.266769563,-2.485501524,8.977451327
TUM441,2019-05-25 00:00:00,3.892907702,-2.672965822,9.189781647
TUM441,2019-05-26 00:00:00,3.958795436,-2.869092774,9.239566735
TUM441,2019-05-27 00:00:00,4.008452108,-2.741028487,9.318248062
TUM441,2019-05-29 00:00:00,1.967513263,-5.091150791,9.472732052
TUM441,2019-05-30 00:00:00,2.745387636,-3.50721677,9.540705071
TUM441,2019-05-31 00:00:00,1.691415866,-4.232874491,7.70940435
TUM441,2019-06-02 00:00:00,2.394256386,-2.63092828,9.32380251
TUM441,2019-06-03 00:00:00,2.556153335,-2.403542292,9.223188666
TUM441,2019-06-10 00:00:00,0.907876835,-2.630897988,9.266581366
TUM441,2019-06-11 00:00:00,1.807946729,-2.715577256,9.179163592
TUM441,2019-06-14 00:00:00,1.030698858,-2.906342685,9.343489785
TUM441,2019-06-15 00:00:00,1.730147588,-3.3334319,9.459055445
TUM441,2019-06-16 00:00:00,2.934195057,-4.322267859,9.480473704
